provision_id,instrument_id,provision_type,animal_scope,penalty_criminal_max_months,penalty_fine_max_local_currency,currency_code,penalty_administrative_only,penalty_administrative_detention_days,ancillary_orders,aggravating_factors,effective_date,source_id,verification_tier,notes
CN-NPCDECISION-2020-P1,CN-NPCDECISION-2020,consumption_ban,species_excluded_from_food_whitelist,,,CNY,FALSE,,,,2020-02-24,SRC-CN-11,verified,"Art.2 (verbatim): comprehensively prohibits eating state-protected terrestrial wildlife of ""important ecological, scientific, or social value"" and other terrestrial wildlife, INCLUDING artificially-bred and artificially-raised terrestrial wildlife - broader than CN-WPL-P1 (which only reaches captive-bred wildlife abuse, not consumption of it). Art.3 draws the wildlife/livestock boundary via the 畜禽遗传资源目录 (Livestock and Poultry Genetic Resources Catalogue) - the identical mechanism every municipal whitelist ordinance in this database (Shenzhen, Zhuhai, Guangzhou, Beijing) later cites verbatim. No fine/penalty amount is set by this Decision itself - Art.1 instead directs that violations ""在现行法律规定基础上加重处罚"" (be penalized more heavily than under EXISTING law), i.e. it raises the penalty ceiling of WPL/Criminal Law Art.341 rather than creating an independent penalty schedule; penalty fields left blank accordingly rather than fabricated. penalty_administrative_only=FALSE because the Decision explicitly contemplates criminal-law-level enforcement (via Criminal Law Art.341, CN-CL341 in this database) for qualifying violations, not administrative sanctions only. Art.4 requires strict approval/quarantine for non-food wildlife uses including ""展示"" (display) - an early textual signal, independent of CN-ZOOSTD, that national policy treats zoo/display use as distinct from ordinary captive breeding."
CN-GZ-WILDBAN-P1,CN-GZ-WILDBAN,consumption_ban,species_excluded_from_food_whitelist,,,CNY,TRUE,,,,2020-06-01,SRC-CN-12,verified,"Art.2 (verbatim): ""列入畜禽遗传资源目录的动物，属于家禽家畜，按照《中华人民共和国畜牧法》的规定执行。"" - the identical catalogue-whitelist mechanism as CN-SZ-WILDBAN-P1/CN-ZH-WILDBAN-P1. Cats and dogs confirmed absent from the 29-article operative text by direct search (zero matches for 猫/狗) - same omission-not-naming pattern. Art.1 explicitly cites CN-NPCDECISION-2020 by name as enabling authority. Specific penalty figures for this ordinance were not verbatim-quoted in this research round's report - penalty_administrative_only set TRUE consistent with the parallel Shenzhen/Zhuhai instruments' administrative-fine structure, but specific amounts left blank pending a future round confirming the exact penalty article text."
CN-BJ-WILDLIFE-P1,CN-BJ-WILDLIFE,consumption_ban,species_excluded_from_food_whitelist,,,CNY,TRUE,,,,2020-06-01,SRC-CN-13,verified,"Arts.25-26 (consumption ban, folded into a comprehensive 46-article wildlife-protection rewrite rather than a standalone ordinance like Shenzhen/Zhuhai/Guangzhou). Art.25 uses the identical catalogue carve-out: ""对列入名录的野生动物，人工繁育技术成熟稳定，依法列入畜禽遗传资源目录的，属于家禽家畜，依照有关畜牧法律法规的规定执行。"" Art.26 (the ban itself) names no specific species. Confirmed zero mentions of 猫/狗 in the full 46-article text. Art.1 explicitly cites CN-NPCDECISION-2020 as enabling authority. This instrument's final article repeals Beijing's 1989 wildlife-protection implementing measures (as amended 1997/2018). Specific penalty figures for Arts.25-26 themselves were not verbatim-quoted in this round's report (see CN-BJ-WILDLIFE-P2 for a DIFFERENT, confirmed-verbatim penalty elsewhere in this same instrument) - penalty_administrative_only set TRUE by analogy to the parallel municipal instruments, specific amount left blank pending confirmation."
CN-BJ-WILDLIFE-P2,CN-BJ-WILDLIFE,general_cruelty,captive_bred_wildlife_only,,100000,CNY,TRUE,,,,2020-06-01,SRC-CN-13,verified,"Art.24(8) (verbatim): ""不得虐待野生动物"" (must not abuse wildlife), a duty on captive-breeding operations, backed by a REAL penalty: Art.39 fines violation of Art.24 CNY20,000-100,000 (recorded here at the CNY100,000 ceiling). This covers the SAME population as CN-WPL-P1 (captive-bred wildlife) but is a Beijing-local supplementary penalty on top of the national WPL Art.26 administrative-multiplier structure - unlike the toothless dog-abuse clauses documented for Beijing's own dog-keeping ordinance (CN-BJ-DOG-P1), this wildlife-abuse duty in the SAME city's wildlife ordinance is genuinely enforced with a fixed fine. A related but distinct clause, Art.15(4) (""不得虐待收容救护的野生动物"" - must not abuse wildlife in rescue/rehabilitation custody), is backed by a separate CNY10,000-50,000 fine (Art.36) - not separately modeled as its own row since it protects a different population (rescued wildlife, not captive-BRED wildlife) but recorded here for completeness."
CN-ZOOSTD-P1,CN-ZOOSTD,neglect_duty_of_care,captive_wildlife_display_exhibition,,,CNY,FALSE,,,,2017-07-01,SRC-CN-15,verified,"CORRECTED 2026-09-18 (audit caught this): moved a scope/prohibited-conduct description out of aggravating_factors, where it had been wrongly placed - this row has no penalty of any kind (it's a voluntary standard, see below), so there is nothing to aggravate. Art.2.0.13 (verbatim): zoos shall not (1) use wildlife for performances, (2) feed live prey animals within visitors' sightlines, or (3) use wildlife as props for commercial activities - a genuine performance/exploitation ban, not merely a duty-of-care standard. Art.1.0.1 (verbatim) states protecting ""动物福利"" (animal welfare) as an explicit purpose of the standard - the first instance in this database of a Chinese instrument naming welfare as a purpose in its own text. Art.2.0.5(2) (verbatim): ""应保障动物福利，为动物提供适宜的饲养场所、饲料、医疗保健"" (must protect animal welfare, providing suitable housing, feed, and medical/health care). Further chapters (verified by direct reading, not restated verbatim here) cover feed-quality standards (Ch.4), behavioral-enrichment requirements aimed at reducing abnormal behavior (Ch.5, Art.5.1.2), veterinary staffing/anesthesia-safety protocols (Ch.6), and welfare-framed transport standards (Ch.7.4, e.g. extreme-weather avoidance, oxygen supply for air transport). CRITICAL CAVEAT, penalty_administrative_only deliberately set FALSE (not TRUE): this is a ""推荐性"" (voluntary) industry standard, not mandatory law - there is NO independent penalty mechanism for non-compliance of any kind, administrative or otherwise, distinguishing it from every other FALSE-penalty row in this database, which mostly represent an enforcement gap in an otherwise-binding law rather than a non-binding standard by design. A 2013 People's Daily (人民网) article reports on-record acknowledgment that a predecessor MOHURD document making the same performance-ban demand (2010, 建城〔2010〕172号) ""became a dead letter"" because it was administrative guidance, not law - the same practical-enforcement risk should be assumed here absent evidence otherwise. Distinguish from 《城市动物园管理规定》(1994 Order No.37, genuinely legally-binding) which DOES apply to zoos but was confirmed, by full direct reading, to contain zero welfare content of its own - see CN-ZOOSTD instrument notes."
CN-TJ-WILDBAN-P1,CN-TJ-WILDBAN,consumption_ban,protected_wildlife_species_only,,,CNY,TRUE,,confiscation,"Personal consumption: confiscation plus fine 2-10x product value. Commercial production/sale: CNY100,000-150,000 (value <CNY10,000) or 15-30x value (value >=CNY10,000). Platform operators facilitating illegal trade: CNY100,000-200,000. Coded animal_scope=protected_wildlife_species_only as the closest existing fit, though per a snippet-tier summary the actual scope is somewhat broader (also covers ""other terrestrial wild animals naturally growing and reproducing in wild environments,"" not strictly limited to a formally protected list) - flagged rather than force-fitting a new controlled value on snippet-tier, paraphrased (not verbatim) content.",2020-02-14,SRC-CN-16,snippet,"ENTIRE ROW IS SNIPPET-TIER - see CN-TJ-WILDBAN instrument notes. Mandates a to-be-published named catalogue of prohibited wildlife rather than the livestock-whitelist-by-omission mechanism used by every later instrument in this database (CN-NPCDECISION-2020, CN-SZ-WILDBAN, CN-ZH-WILDBAN, CN-GZ-WILDBAN, CN-BJ-WILDLIFE) - the earliest-dated wildlife-consumption instrument in this database (2020-02-14), predating the national Decision by ten days."
CN-FJ-WILDBAN-P1,CN-FJ-WILDBAN,consumption_ban,protected_wildlife_species_only,,,CNY,FALSE,,,,2020-02-18,SRC-CN-17,verified,"Art.1 (near-verbatim): prohibits consuming (1) nationally protected wildlife, (2) provincially protected wildlife, (3) other terrestrial wildlife of ""important ecological, scientific, or social value"" designated by the State Council's wildlife authority, and other wild-growing/reproducing terrestrial wildlife - direct enumerated-category coverage with NO livestock-catalogue whitelist carve-out (that mechanism arrived six days later with CN-NPCDECISION-2020). Coded animal_scope=protected_wildlife_species_only as the closest existing fit, though the actual textual scope extends somewhat beyond formally protected species - same caveat as CN-TJ-WILDBAN-P1. Art.10: violations face administrative penalties escalating to public-security or criminal sanctions depending on conduct (illegal consumption; producing/selling prohibited-species food; hunting/trading for food; platform facilitation; using prohibited species in advertising) - penalty_administrative_only set FALSE since criminal-level sanction is explicitly contemplated, not merely administrative. Art.13: administrative penalties additionally trigger social-credit-system reporting and coordinated economic sanctions - an enforcement mechanism not seen elsewhere in this database, not modeled as a separate ancillary_orders token since none of the existing controlled values fit ""credit-system reporting."""
US-CA-PC597-P1,US-CA-PC597,general_cruelty,all_animals_undifferentiated,36,20000,USD,FALSE,,confiscation,,2024-01-01,SRC-US-01,verified,"Subd.(a) (malicious/intentional maiming, mutilation, torture, or killing) and subd.(c) (same conduct against an enumerated protected/endangered species list, cross-referencing Fish and Game Code chapters) - both punishable per subd.(d) as EITHER a felony (imprisonment per Penal Code sec.1170(h): 16 months, 2, or 3 years, in COUNTY jail not state prison, a post-2011-Realignment structural feature) OR a misdemeanor (up to 1 year county jail), a prosecutorial/judicial ""wobbler"" choice with NO prior-conviction gate - felony treatment is available on a genuine first offence. Subd.(e)'s species enumeration narrows ONLY subd.(c)'s enhanced tier, not this row's general (a) coverage, which applies to undefined ""a living animal."" Widely-cited claim ""California has the strongest animal cruelty law in the US"" is TRUE on this specific structural dimension (felony-eligible on a genuine first offence, reaching neglect too via US-CA-PC597-P2) but does NOT hold as a general ranking claim - ALDF's 2025 holistic ~20-category ranking places Oregon #1 for the third consecutive year, with California not in the top 5. CHECKED 2026-09-17 (an independent audit flagged the 2024-01-01 effective_date as possibly borrowed from AM1's unrelated counseling-order change): confirmed directly against leginfo.legislature.ca.gov's own official page for this section - AB 829 (Stats.2023, Ch.546, Sec.2, effective 2024-01-01) IS genuinely this section's most recent amendment of any kind, so 2024-01-01 is the legitimate date this section's current text was last codified, even though the wobbler penalty structure itself carried over unchanged from an earlier version. Not a misattribution."
US-CA-PC597-P2,US-CA-PC597,neglect_duty_of_care,all_animals_undifferentiated,36,20000,USD,FALSE,,confiscation,,2024-01-01,SRC-US-01,verified,"Subd.(b): overdriving/overloading/overworking, depriving of sustenance/water/shelter, failing to provide proper food/drink/shelter/weather protection, or otherwise abusing an animal in one's charge/custody. Punishable under the SAME subd.(d) felony-or-misdemeanor wobbler as US-CA-PC597-P1 (general cruelty) - a genuinely notable finding: California extends first-offence felony eligibility to PASSIVE neglect/failure-to-provide-care conduct, not merely intentional active cruelty, with no prior-conviction gate anywhere in the text. This is broader than the popular ""felony on first offense"" framing of California law usually conveys."
US-TX-PC42092-P1,US-TX-PC42092,general_cruelty,domestic_and_captive_only_with_named_exclusions,120,,USD,FALSE,,,"Escalates to a SECOND-degree felony (2-20 years, i.e. up to 240 months) with one prior qualifying conviction under subd.(b)(1)/(2)/(7)/(8) or sec.42.09 - the highest criminal exposure of any jurisdiction in this database. penalty_criminal_max_months records the first-offence ceiling (120=10yr, third-degree felony) for cross-jurisdiction comparability; the repeat-offence ceiling is recorded here rather than in the base field. ""Pancho's Law"" (H.B. 285, effective 2025-09-01) added a criminal-negligence mens rea to this subsection, alongside the pre-existing intentional/knowing/reckless standard, with a defense for veterinarians/veterinary staff acting within their professional duties.",2007-01-01,SRC-US-02,snippet,"Subd.(b)(1)/(2): torture, cruel killing, or killing/poisoning/serious injury without owner consent - a THIRD-degree felony on a genuine first offence (2-10 years state prison, not county jail as in California), via general Penal Code felony-punishment ranges (secs.12.33-12.35, snippet-tier general-knowledge cross-check, not independently re-verified from the code sections themselves this round). ""Animal"" is defined (subd.(a)(2)) as a domesticated living creature (including stray/feral cats and dogs) or a previously-captured wild creature - explicitly EXCLUDING an uncaptured wild creature and a livestock animal (livestock covered separately, see US-TX-PC4209-P1). effective_date recorded as 2007 (year of subd.(b)(1)/(2)'s enactment via H.B. 2328) - exact day/month not confirmed, treated as 2007-01-01 as a best-available placeholder rather than left entirely blank, since the addition is a whole-provision creation rather than an amendment to a pre-existing effective date."
US-TX-PC42092-P2,US-TX-PC42092,neglect_duty_of_care,domestic_and_captive_only_with_named_exclusions,24,,USD,FALSE,,,"Subd.(b)(3)/(4)/(5)/(6)/(9) (unreasonable failure to provide food/water/care/shelter, unreasonable abandonment, cruel transport/confinement, causing bodily injury without consent, serious overwork) is a Class A misdemeanor on a first offence (Texas's standard Class A misdemeanor ceiling is 1 year/12 months county jail under general Penal Code provisions - not independently re-verified from sec.12.21 itself this round, recorded here as established general-law background rather than a fresh primary-source finding), escalating to a STATE JAIL FELONY (180 days-2 years, recorded here at the 24-month ceiling) after TWO prior convictions under sec.42.092 (this section) or sec.42.09, or one conviction under each.",2007-09-01,SRC-US-08,snippet,"CORRECTED 2026-09-18 (volunteer fact-checker caught this, batch 8): effective_date was recorded as a hedged '2007-01-01' placeholder; the exact date is confirmed and not a hedge-worthy detail - this provision was added by Acts 2007, 80th Legislature, Regular Session, Chapter 886 (H.B. 2328), Section 2, effective 2007-09-01 (Texas's standard September 1 commencement for that session's regular-session enactments). penalty_criminal_max_months records the ESCALATED (2-prior) state-jail-felony ceiling rather than the first-offence Class A misdemeanor ceiling (12 months) - flagged here explicitly since this differs from the first-offence-ceiling convention used for US-TX-PC42092-P1, because the Class A misdemeanor's exact statutory month-cap was not independently re-verified from primary text this round (general TX law background only) while the escalated state-jail-felony range WAS explicitly confirmed (snippet-tier, three mutually consistent sources). Separately, a 2025 amendment (H.B. 285, 'Pancho's Law', effective 2025-09-01) added a criminal-negligence mental state and a veterinarian defense to sec.42.092 as a whole - already tracked as US-TX-PC42092-AM1 in amendments.csv; noted here per the same volunteer's request that this row's own text point to it rather than leaving the 2025 update unexplained."
US-TX-PC4209-P1,US-TX-PC4209,general_cruelty,livestock_animals_only,120,,USD,FALSE,,,Structurally mirrors US-TX-PC42092-P1's tiering (this row records the same 120-month/10-year first-offence ceiling) and cross-references sec.42.092 for recidivism escalation in both directions (subd.(c)) - a prior conviction under either statute counts toward the other's repeat-offence tier.,,SRC-US-02,snippet,"""Livestock animal"" (sec.42.09(b)(5)) = cattle/sheep/swine/goats/ratites/poultry raised for consumption, horses/ponies/mules/donkeys/hinnies, and other native/nonnative hoofstock or fowl raised under agricultural practice. Act-list (torture; failure to provide food/water/care; abandonment; cruel-and-unusual transport/confinement; poisoning non-cattle/horse/sheep/swine/goat livestock without consent; fighting; lure use; horse-tripping; overwork) was NOT itself broken into the same active/passive two-way split as sec.42.092 in the sources consulted this round - recorded as one row pending a future round that might separately verify a neglect-specific sub-tier if one exists. Carries a broad exemption for ""animal husbandry or agriculture practice involving livestock animals"" that is otherwise generally accepted."
CA-ON-PAWS-P1,CA-ON-PAWS2019,general_cruelty,all_animals_undifferentiated,24,130000,CAD,FALSE,,ownership_ban;confiscation,"Repeat (2nd+) major offence: fine ceiling doubles to CAD260,000 (individual) - but the maximum imprisonment term does NOT increase for repeat offenders, only the fine. Corporation tier: CAD500,000 (1st)/CAD1,000,000 (2nd+). A CAD25,000 statutory MINIMUM fine applies where the offence caused the animal's death/required euthanasia, or for fighting/harming-a-law-enforcement-animal. Directors/officers who authorize or participate in a corporate offence are personally liable at the INDIVIDUAL penalty tier (s.49(8)), regardless of whether the corporation itself is prosecuted.",2020-01-01,SRC-CA-ON-01,verified,"s.15(1): ""No person shall cause an animal to be in distress"" - a ""major"" offence per s.49(2)'s tiering. ""Distress"" (s.1(1)) = in need of proper care/water/food/shelter; injured/sick/in pain/suffering; or abused/subject to undue physical or psychological hardship, privation, or neglect - this row is coded general_cruelty as the closest existing controlled value, though the Act's own operative vocabulary is ""distress,"" never ""cruelty"" (see instrument notes). penalty_administrative_only=FALSE per this project's established convention for a genuinely quasi-criminal (not administrative-civil, not Criminal-Code) Provincial Offences Act prosecution with real imprisonment available. Agricultural exemption (s.15(4)/(5)): does not apply to ""reasonable and generally accepted practices of agricultural animal care, management or husbandry"" absent a specific contrary standard-of-care regulation, nor to permitted wildlife activity, nor to veterinary care."
CA-ON-PAWS-P2,CA-ON-PAWS2019,neglect_duty_of_care,all_animals_undifferentiated,24,130000,CAD,FALSE,,ownership_ban;confiscation,Same major-offence penalty structure and repeat-offence doubling as CA-ON-PAWS-P1 (see that row).,2020-01-01,SRC-CA-ON-01,verified,"s.15(2): ""No owner or custodian of an animal shall permit the animal to be in distress"" - the owner/custodian duty-of-care counterpart to s.15(1)'s general prohibition, also a ""major"" offence under s.49(2). Same agricultural/wildlife/veterinary exemptions as CA-ON-PAWS-P1 apply."
CA-QC-BWSA-P1,CA-QC-BWSA,general_cruelty,companion_and_livestock_broad,0,62500,CAD,FALSE,,ownership_ban;confiscation,"Art.70: fine minimums/maximums DOUBLE on a first repeat offence, TRIPLE on any subsequent repeat. Imprisonment exists ONLY as this recidivist enhancement, and only for Art.68/69-tier offences: up to 6 months (1st repeat) or 12 months (further repeat) for an Art.68 offence (this row). Art.75 requires the judge to weigh explicit statutory aggravating factors (severity, number of animals, duration, foreseeability, intentionality vs. recklessness vs. negligence, financial benefit, financial capacity to have prevented harm) when setting the fine within its tier. Art.76: a prohibition on owning/having custody of animals may be imposed PERPETUALLY for an individual (or a corporation they control). Art.71: a corporate officer/director who personally commits a violation is punished at the HIGHER corporate fine tier, not the lower individual tier - a distinctive inversion not seen elsewhere in this database. Art.77: prosecutions may be brought in municipal court by the local municipality, which keeps the resulting fines.",,SRC-CA-QC-02,verified,"Art.6 (verbatim): ""Nul ne peut, par son acte ou son omission, faire en sorte qu'un animal soit en détresse"" (No person may, by act or omission, cause an animal to be in distress) - ""détresse"" defined by three sub-clauses (treatment causing death/serious injury if not immediately modified; treatment causing acute pain; conditions causing excessive anxiety/suffering). Penalty per Art.68 (the tier covering Art.6 among others): CAD2,500-62,500 (individual)/CAD5,000-125,000 (other) - GENUINELY ZERO months' imprisonment available for a FIRST offence at any severity, confirmed by reading the full penal chapter (Arts.65-77); this is a verified, deliberate finding, not a data-entry gap - flag prominently rather than assuming an omission. Art.7 exempts agriculture, veterinary medicine, teaching, and scientific research ""practiced according to generally recognized rules"" from Arts.5-6 entirely, explicitly including slaughter/euthanasia and agricultural-exhibition use."
CA-QC-BWSA-P2,CA-QC-BWSA,neglect_duty_of_care,companion_and_livestock_broad,0,62500,CAD,FALSE,,ownership_ban;confiscation,"Same Art.68 penalty tier, Art.70 doubling/tripling recidivist mechanism, and Art.75-77 provisions as CA-QC-BWSA-P1 (see that row).",,SRC-CA-QC-02,verified,"Art.5 (verbatim): ""Le propriétaire ou la personne ayant la garde d'un animal doit s'assurer que le bien-être ou la sécurité de l'animal n'est pas compromis"" (The owner or person having custody of an animal must ensure the animal's welfare or safety is not compromised), presumed compromised when the animal does not receive care suited to its biological needs - followed by seven enumerated care standards (water/food; clean/spacious/well-lit housing; exercise; weather protection; transport; veterinary care; no abuse/mistreatment affecting health). ""Animal"" (BWSA Art.1) is a CLOSED ENUMERATED LIST (cat, dog, rabbit, cattle, horse, pig, sheep, goat, chicken, and hybrids, plus fur-farm mink/fox, plus regulation-designated others) - materially NARROWER than the ""animals are sentient beings"" headline (CA-QC-CCQ8981) implies; wild companion animals are explicitly carved out to a separate wildlife-conservation statute."
CA-BC-PCAA-P1,CA-BC-PCAA,general_cruelty,all_animals_undifferentiated,24,75000,CAD,FALSE,,ownership_ban,,2011-06-02,SRC-CA-BC-01,verified,"s.23.2(1) (verbatim): ""A person must not cause an animal to be in distress."" ""Distress"" (s.1(2)) covers deprivation of food/water/shelter/care/veterinary treatment, unsanitary conditions, exposure to excessive heat/cold, injury/sickness/pain/suffering, or abuse/neglect. GENUINELY DISTINCTIVE FINDING: s.24.1 sets a SINGLE FLAT penalty ($75,000/24 months) applying UNIFORMLY to every offence under the Act - active distress-causing (this row), owner/custodian neglect (CA-BC-PCAA-P2), unsafe transport, service-animal harm, animal fighting, AND obstruction of an enforcement officer all share the identical ceiling, with no severity tiering whatsoever (unlike California/Texas/Ontario/Quebec, all of which grade penalties by conduct severity). CORRECTED 2026-09-17 (independent audit caught this): effective_date was wrongly recorded as 2011-01-01 with a note claiming the exact day/month wasn't confirmed - but amendments.csv's CA-BC-PCAA-AM1 row already established, from direct reading of the amending Act's own text, that it ""comes into force on Royal Assent"" (s.11), which was 2011-06-02. That date is used here now; the prior note's claim of non-confirmation was simply wrong given information already in this dataset. The ownership-prohibition order (s.24(3)) has no maximum duration stated in the text - unlike Quebec's Art.76, which explicitly permits a perpetual order, BC's text is silent on whether an unstated-duration order could run for life; flagged as an unresolved textual ambiguity, not assumed either way. Limitation period is 3 years (extended from a pre-2011 6-month period, snippet-tier for the ""before"" figure)."
CA-BC-PCAA-P2,CA-BC-PCAA,neglect_duty_of_care,all_animals_undifferentiated,24,75000,CAD,FALSE,,ownership_ban,,2011-06-02,SRC-CA-BC-01,verified,"s.9.1 (Part 2.1, ""Standards of care""): places an owner/custodian duty not to cause or permit an animal to be in distress, tied to the same s.1(2) distress definition as CA-BC-PCAA-P1. Same flat $75,000/24-month penalty ceiling applies (s.24.1) - see that row for the no-severity-tiering finding, which applies identically here. This Part also establishes an ""operator""/""regulated activity"" concept (ss.9.2-9.3, unsafe transport) added by the same 2011 reform. CORRECTED 2026-09-17: effective_date fixed to 2011-06-02 (Royal Assent, confirmed in amendments.csv CA-BC-PCAA-AM1) - see CA-BC-PCAA-P1's note for the same correction."
CA-AB-APA-P1,CA-AB-APA,general_cruelty,all_animals_undifferentiated,0,20000,CAD,FALSE,,ownership_ban,,,SRC-CA-AB-01,verified,"s.2 prohibits causing an animal to be in distress (s.1(2) definition, near-identical language to BC and Ontario). CURRENTLY IN FORCE penalty, s.12(1) (verbatim, in full): ""A person who contravenes this Act or the regulations is guilty of an offence and liable to a fine of not more than $20,000."" GENUINELY VERIFIED ZERO: there is NO imprisonment available for ANY Animal Protection Act offence today, at any severity - more extreme than Quebec's ""no imprisonment on a first offence"" pattern, since Alberta currently has no imprisonment provision at all, first offence or otherwise. penalty_criminal_max_months=0 is a deliberate, verified finding, not a data-entry gap. The only other consequence is a discretionary ownership-prohibition order (s.12(2)), no maximum duration stated. PENDING (NOT YET IN FORCE): Bill 22 (assented 2026-05-14, not proclaimed as of 2026-09-16) would replace this with a $250,000 fine and up to 12 months' imprisonment, plus per-animal/per-day multiplication, a disgorgement-style order, and a much richer prohibition-order regime - see CA-AB-APA instrument notes. Coded to CURRENT law only, per this project's standing practice; re-check for proclamation before the next data refresh."
CA-AB-APA-P2,CA-AB-APA,neglect_duty_of_care,all_animals_undifferentiated,0,20000,CAD,FALSE,,ownership_ban,,,SRC-CA-AB-01,verified,"s.2/s.2.1 owner/custodian duty-of-care counterpart to CA-AB-APA-P1's general distress prohibition, sharing the identical currently-in-force penalty structure (s.12(1): $20,000 fine, no imprisonment at any severity) and the same pending Bill 22 upgrade - see CA-AB-APA-P1 and instrument notes for the full pending-law detail, not repeated here."
CN-ZB-DOG-P1,CN-ZB-DOG,general_cruelty,single_species_targeted,,500,CNY,TRUE,,,,2022-07-01,SRC-CN-18,verified,"Art.29(3) (verbatim): ""养犬人不得有下列行为：...（三）虐待、遗弃犬只"" (Dog keepers must not: ...(3) abuse or abandon dogs) - abuse and abandonment bundled in one clause, same pattern as Beijing (CN-BJ-DOG-P1) and Chengdu (CN-CD-DOG-P1), not split like Shanghai/Guangzhou. UNLIKE Beijing and Shanghai's toothless version of this same bundled clause, Zibo's Art.46(9) attaches a REAL, cross-referenced penalty (verbatim): ""虐待、遗弃犬只的，责令改正，对个人处每只二百元以上五百元以下罚款，对单位处每只一千元罚款。"" - a correction order plus a fine of CNY200-500 per dog for individuals (recorded here at the CNY500 ceiling) or a flat CNY1,000 per dog for units/entities (not separately fielded - this schema has no individual-vs-unit split, see this note for the unit figure). Confirmed via two independently fetched sources giving identical verbatim text (SRC-CN-18) - joins Guangzhou (confiscation, no fine) and Chengdu (snippet-tier, unverified primary text) as the cities in this database where the abuse/abandonment duty is not purely symbolic, and is the strongest VERIFIED-tier case of a working penalty among the six Chinese cities examined so far."
NZ-AWA1999-P3,NZ-AWA1999,general_cruelty,vertebrates_plus_named_invertebrates_in_statute,36,75000,NZD,FALSE,,,"Corporate/body-corporate tier: fine up to NZD350,000.",2010-07-07,SRC-NZ-03,snippet,"CORRECTED 2026-09-18 (audit caught this): moved a comparative/mitigating note out of aggravating_factors, where it had been wrongly placed (that field is for circumstances that escalate a penalty, not a reason this row's own penalty is lower than a different row's). For clarity: this tier is deliberately LOWER than s.28's wilful-ill-treatment tier (NZ-AWA1999-P1: 5yr/NZD100,000 individual, NZD500,000 corporate) - recklessness is a less culpable mental state than wilfulness under this Act's own structure. NEW ROW 2026-09-18, split out from NZ-AWA1999-P1 after a volunteer fact-checker (batch 3) caught that the prior single row wrongly presented wilful and reckless ill-treatment as sharing one penalty. s.28A 'Reckless ill-treatment of animals', inserted 2010-07-07 by the Animal Welfare Amendment Act 2010 (same insertion date already on record for NZ-AWA1999-P1). Covers ill-treatment causing the same categories of serious harm as s.28 (permanent disability, death, necessary destruction) but where the person's state of mind was reckless rather than wilful - e.g. leaving an animal in circumstances likely to cause serious harm without intending that harm, as opposed to deliberately causing it. Direct fetch of legislation.govt.nz and an AustLII mirror both returned HTTP 403 (the same Cloudflare wall already documented elsewhere in this jurisdiction's rows) - this is a WebSearch-synthesized figure, snippet tier, not independently read from primary text."
